------------------LVL 1-----------------
1. One-handed sword, AGI: 1, STR: 1, DMG: 20, SPD: 40, HANDLING: 1.0
1. Two-handed sword, AGI: 49, STR: 127, DMG: 4650, SPD: 78, HANDLING: 0.8049691932781595
2. Spear, AGI: 82, STR: 94, DMG: 4012, SPD: 112, HANDLING: 0.8940287072616742
3. CUSTOM (ex: dual wielding), AGI: 35, STR: 141, DMG: 3600, SPD: 72, HANDLING: 0.9573102844921675
4. Two-handed battle axe, AGI: 1, STR: 175, DMG: 3340, SPD: 39, HANDLING: 0.8895868560432609
5. One-handed axe, AGI: 62, STR: 114, DMG: 3156, SPD: 104, HANDLING: 1.0579950218736605
6. Claws, AGI: 91, STR: 85, DMG: 3049, SPD: 168, HANDLING: 1.4185578976134667
7. One-handed sword, AGI: 93, STR: 83, DMG: 3000, SPD: 120, HANDLING: 0.8713837092685761
8. Mace, AGI: 58, STR: 118, DMG: 2889, SPD: 90, HANDLING: 0.8827593367001917
9. One-handed curved sword, AGI: 64, STR: 112, DMG: 2712, SPD: 114, HANDLING: 1.1753994430510697
10. Rapier, AGI: 73, STR: 103, DMG: 2651, SPD: 132, HANDLING: 1.2747456774449268
11. Katana, AGI: 42, STR: 134, DMG: 2541, SPD: 90, HANDLING: 1.2162944978893588
12. Dagger, AGI: 76, STR: 100, DMG: 2384, SPD: 144, HANDLING: 1.3872811449192952
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 3165
------------------LVL 60-----------------
1. CUSTOM (ex: dual wielding), AGI: 79, STR: 100, DMG: 4880, SPD: 96, HANDLING: 0.7225255701551708
2. Two-handed sword, AGI: 48, STR: 131, DMG: 4725, SPD: 78, HANDLING: 0.8164878285257924
3. Rapier, AGI: 79, STR: 100, DMG: 4410, SPD: 136, HANDLING: 1.228240844586419
4. Spear, AGI: 79, STR: 100, DMG: 4076, SPD: 112, HANDLING: 0.9257367998581189
5. Two-handed battle axe, AGI: 1, STR: 178, DMG: 3395, SPD: 39, HANDLING: 0.8930375014079653
6. One-handed axe, AGI: 61, STR: 118, DMG: 3208, SPD: 104, HANDLING: 1.0738334231415207
7. Claws, AGI: 88, STR: 91, DMG: 3100, SPD: 168, HANDLING: 1.4675359938352757
8. One-handed sword, AGI: 89, STR: 90, DMG: 3050, SPD: 120, HANDLING: 0.9126240583803533
9. Mace, AGI: 57, STR: 122, DMG: 2937, SPD: 90, HANDLING: 0.8963027767329252
10. One-handed curved sword, AGI: 63, STR: 116, DMG: 2757, SPD: 114, HANDLING: 1.1916957134058348
11. Katana, AGI: 42, STR: 137, DMG: 2583, SPD: 90, HANDLING: 1.223059781689578
12. Dagger, AGI: 95, STR: 84, DMG: 2576, SPD: 153, HANDLING: 1.2006013429730007
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 3475
------------------LVL 61-----------------
1. Two-handed battle axe, AGI: 47, STR: 135, DMG: 6900, SPD: 72, HANDLING: 0.7028243545131876
2. CUSTOM (ex: dual wielding), AGI: 77, STR: 105, DMG: 4960, SPD: 96, HANDLING: 0.7418625189101132
3. Two-handed sword, AGI: 48, STR: 134, DMG: 4800, SPD: 78, HANDLING: 0.822808566571322
4. Rapier, AGI: 78, STR: 104, DMG: 4482, SPD: 136, HANDLING: 1.2472706778818015
5. Spear, AGI: 77, STR: 105, DMG: 4140, SPD: 112, HANDLING: 0.9497849549325942
6. Katana, AGI: 97, STR: 85, DMG: 3500, SPD: 120, HANDLING: 0.8364553252433526
7. One-handed axe, AGI: 60, STR: 122, DMG: 3260, SPD: 104, HANDLING: 1.0892932514113973
8. Claws, AGI: 96, STR: 86, DMG: 3225, SPD: 172, HANDLING: 1.3857932379898383
9. One-handed sword, AGI: 86, STR: 96, DMG: 3100, SPD: 120, HANDLING: 0.9454385625902271
10. Mace, AGI: 57, STR: 125, DMG: 2985, SPD: 90, HANDLING: 0.9037940484622262
11. One-handed curved sword, AGI: 63, STR: 119, DMG: 2802, SPD: 114, HANDLING: 1.1996122104680953
12. Dagger, AGI: 91, STR: 91, DMG: 2618, SPD: 153, HANDLING: 1.2539970476076847
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 3898
------------------LVL 62-----------------
1. Two-handed battle axe, AGI: 47, STR: 138, DMG: 7010, SPD: 72, HANDLING: 0.7081181760118016
2. CUSTOM (ex: dual wielding), AGI: 75, STR: 110, DMG: 5040, SPD: 96, HANDLING: 0.7607896552464146
3. Two-handed sword, AGI: 47, STR: 138, DMG: 4875, SPD: 78, HANDLING: 0.8339036250748538
4. Rapier, AGI: 77, STR: 108, DMG: 4554, SPD: 136, HANDLING: 1.2657611977597187
5. Spear, AGI: 76, STR: 109, DMG: 4204, SPD: 112, HANDLING: 0.9664336971493239
6. Katana, AGI: 92, STR: 93, DMG: 3556, SPD: 120, HANDLING: 0.8829310874178367
7. One-handed axe, AGI: 59, STR: 126, DMG: 3312, SPD: 104, HANDLING: 1.1043879194896382
8. Claws, AGI: 93, STR: 92, DMG: 3277, SPD: 172, HANDLING: 1.4337644061877222
9. One-handed sword, AGI: 83, STR: 102, DMG: 3150, SPD: 120, HANDLING: 0.9774361598204726
10. Mace, AGI: 56, STR: 129, DMG: 3033, SPD: 90, HANDLING: 0.9168181471483762
11. One-handed curved sword, AGI: 62, STR: 123, DMG: 2847, SPD: 114, HANDLING: 1.2151597621933778
12. Dagger, AGI: 88, STR: 97, DMG: 2660, SPD: 153, HANDLING: 1.2957731715044434
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 3960
------------------LVL 63-----------------
1. Two-handed battle axe, AGI: 46, STR: 142, DMG: 7120, SPD: 72, HANDLING: 0.7174277463600386
2. CUSTOM (ex: dual wielding), AGI: 74, STR: 114, DMG: 5120, SPD: 96, HANDLING: 0.774018374716789
3. Two-handed sword, AGI: 47, STR: 141, DMG: 4950, SPD: 78, HANDLING: 0.8399160945078359
4. Rapier, AGI: 76, STR: 112, DMG: 4626, SPD: 136, HANDLING: 1.2837350104363605
5. Spear, AGI: 74, STR: 114, DMG: 4268, SPD: 112, HANDLING: 0.9894864785196816
6. Katana, AGI: 88, STR: 100, DMG: 3612, SPD: 120, HANDLING: 0.9213255303326702
7. Claws, AGI: 102, STR: 86, DMG: 3406, SPD: 176, HANDLING: 1.3436353379749801
8. One-handed axe, AGI: 59, STR: 129, DMG: 3364, SPD: 104, HANDLING: 1.1122220027616743
9. One-handed sword, AGI: 81, STR: 107, DMG: 3200, SPD: 120, HANDLING: 1.0014423587192578
10. Mace, AGI: 55, STR: 133, DMG: 3081, SPD: 90, HANDLING: 0.929564128104938
11. One-handed curved sword, AGI: 61, STR: 127, DMG: 2892, SPD: 114, HANDLING: 1.2303027986388204
12. Dagger, AGI: 86, STR: 102, DMG: 2703, SPD: 153, HANDLING: 1.3264362977695567
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4028
------------------LVL 64-----------------
1. Two-handed battle axe, AGI: 46, STR: 145, DMG: 7230, SPD: 72, HANDLING: 0.7224686006525679
2. CUSTOM (ex: dual wielding), AGI: 72, STR: 119, DMG: 5200, SPD: 96, HANDLING: 0.7922190369789565
3. Two-handed sword, AGI: 46, STR: 145, DMG: 5025, SPD: 78, HANDLING: 0.8506122063770123
4. Rapier, AGI: 106, STR: 85, DMG: 4959, SPD: 148, HANDLING: 1.02866200475601
5. Spear, AGI: 73, STR: 118, DMG: 4332, SPD: 112, HANDLING: 1.0053259720314611
6. Katana, AGI: 86, STR: 105, DMG: 3668, SPD: 120, HANDLING: 0.9450246171591874
7. Claws, AGI: 97, STR: 94, DMG: 3458, SPD: 176, HANDLING: 1.4132329309651221
8. One-handed curved sword, AGI: 101, STR: 90, DMG: 3426, SPD: 133, HANDLING: 0.9318830815598702
9. One-handed axe, AGI: 58, STR: 133, DMG: 3416, SPD: 104, HANDLING: 1.1267038232836435
10. One-handed sword, AGI: 80, STR: 111, DMG: 3250, SPD: 120, HANDLING: 1.0177483258854438
11. Mace, AGI: 55, STR: 136, DMG: 3129, SPD: 90, HANDLING: 0.9364665996955998
12. Dagger, AGI: 85, STR: 106, DMG: 2746, SPD: 153, HANDLING: 1.3464639837399963
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4153
------------------LVL 65-----------------
1. Two-handed battle axe, AGI: 46, STR: 148, DMG: 7340, SPD: 72, HANDLING: 0.7274092214343353
2. CUSTOM (ex: dual wielding), AGI: 71, STR: 123, DMG: 5280, SPD: 96, HANDLING: 0.8048532513001552
3. Two-handed sword, AGI: 46, STR: 148, DMG: 5100, SPD: 78, HANDLING: 0.8563359069079655
4. Rapier, AGI: 99, STR: 95, DMG: 5035, SPD: 148, HANDLING: 1.101404820969636
5. Spear, AGI: 72, STR: 122, DMG: 4396, SPD: 112, HANDLING: 1.0208181307007675
6. Katana, AGI: 84, STR: 110, DMG: 3724, SPD: 120, HANDLING: 0.9681749879796665
7. Claws, AGI: 110, STR: 84, DMG: 3591, SPD: 180, HANDLING: 1.2818655918688757
8. One-handed curved sword, AGI: 96, STR: 98, DMG: 3479, SPD: 133, HANDLING: 0.9803999604743259
9. One-handed axe, AGI: 57, STR: 137, DMG: 3468, SPD: 104, HANDLING: 1.1408552885528398
10. One-handed sword, AGI: 78, STR: 116, DMG: 3300, SPD: 120, HANDLING: 1.0406946945914295
11. Mace, AGI: 54, STR: 140, DMG: 3177, SPD: 90, HANDLING: 0.948740691262078
12. Dagger, AGI: 83, STR: 111, DMG: 2788, SPD: 153, HANDLING: 1.375545204968137
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4223
------------------LVL 66-----------------
1. Two-handed battle axe, AGI: 45, STR: 152, DMG: 7450, SPD: 72, HANDLING: 0.7362539490321918
2. CUSTOM (ex: dual wielding), AGI: 70, STR: 127, DMG: 5360, SPD: 96, HANDLING: 0.8172305936929525
3. Two-handed sword, AGI: 46, STR: 151, DMG: 5175, SPD: 78, HANDLING: 0.8619457069320448
4. Rapier, AGI: 96, STR: 101, DMG: 5111, SPD: 148, HANDLING: 1.1379719385563116
5. Spear, AGI: 71, STR: 126, DMG: 4460, SPD: 112, HANDLING: 1.0359742553719473
6. Katana, AGI: 82, STR: 115, DMG: 3780, SPD: 120, HANDLING: 0.9907954817171799
7. Claws, AGI: 102, STR: 95, DMG: 3645, SPD: 180, HANDLING: 1.3830063225200397
8. One-handed curved sword, AGI: 93, STR: 104, DMG: 3532, SPD: 133, HANDLING: 1.012807712663327
9. One-handed axe, AGI: 57, STR: 140, DMG: 3520, SPD: 104, HANDLING: 1.1480130803963204
10. One-handed sword, AGI: 77, STR: 120, DMG: 3350, SPD: 120, HANDLING: 1.0561485675620765
11. Mace, AGI: 54, STR: 143, DMG: 3225, SPD: 90, HANDLING: 0.9553019473999722
12. Dagger, AGI: 103, STR: 94, DMG: 2997, SPD: 162, HANDLING: 1.195141069234375
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4300
------------------LVL 67-----------------
1. Two-handed battle axe, AGI: 45, STR: 155, DMG: 7560, SPD: 72, HANDLING: 0.7409638613055138
2. CUSTOM (ex: dual wielding), AGI: 69, STR: 131, DMG: 5440, SPD: 96, HANDLING: 0.8293588191909184
3. Two-handed sword, AGI: 45, STR: 155, DMG: 5250, SPD: 78, HANDLING: 0.872108655499916
4. Rapier, AGI: 93, STR: 107, DMG: 5187, SPD: 148, HANDLING: 1.173571295612989
5. Spear, AGI: 70, STR: 130, DMG: 4524, SPD: 112, HANDLING: 1.0508051619052712
6. Katana, AGI: 80, STR: 120, DMG: 3836, SPD: 120, HANDLING: 1.0129040846634343
7. Claws, AGI: 99, STR: 101, DMG: 3699, SPD: 180, HANDLING: 1.42757831154134
8. One-handed curved sword, AGI: 91, STR: 109, DMG: 3584, SPD: 133, HANDLING: 1.037058959377562
9. One-handed axe, AGI: 56, STR: 144, DMG: 3572, SPD: 104, HANDLING: 1.161611296533135
10. One-handed sword, AGI: 76, STR: 124, DMG: 3400, SPD: 120, HANDLING: 1.0712402619346733
11. Mace, AGI: 53, STR: 147, DMG: 3273, SPD: 90, HANDLING: 0.9671318036122659
12. Dagger, AGI: 99, STR: 101, DMG: 3042, SPD: 162, HANDLING: 1.2442117158171149
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4364
------------------LVL 68-----------------
1. Two-handed battle axe, AGI: 45, STR: 158, DMG: 7670, SPD: 72, HANDLING: 0.7455828330202044
2. CUSTOM (ex: dual wielding), AGI: 68, STR: 135, DMG: 5520, SPD: 96, HANDLING: 0.8412453737690385
3. Two-handed sword, AGI: 45, STR: 158, DMG: 5325, SPD: 78, HANDLING: 0.8774551245621921
4. Rapier, AGI: 91, STR: 112, DMG: 5263, SPD: 148, HANDLING: 1.1999081133139937
5. Spear, AGI: 69, STR: 134, DMG: 4588, SPD: 112, HANDLING: 1.0653212069175768
6. Katana, AGI: 79, STR: 124, DMG: 3892, SPD: 120, HANDLING: 1.0279286916904802
7. Claws, AGI: 108, STR: 95, DMG: 3836, SPD: 184, HANDLING: 1.3439068644149215
8. One-handed curved sword, AGI: 89, STR: 114, DMG: 3636, SPD: 133, HANDLING: 1.0607177732948396
9. One-handed axe, AGI: 56, STR: 147, DMG: 3624, SPD: 104, HANDLING: 1.168382301598602
10. One-handed sword, AGI: 87, STR: 116, DMG: 3588, SPD: 126, HANDLING: 1.0045336851513598
11. Mace, AGI: 53, STR: 150, DMG: 3321, SPD: 90, HANDLING: 0.973373639724595
12. Dagger, AGI: 96, STR: 107, DMG: 3087, SPD: 162, HANDLING: 1.282724507857101
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4446
------------------LVL 69-----------------
1. Two-handed battle axe, AGI: 44, STR: 162, DMG: 7780, SPD: 72, HANDLING: 0.7540000711625815
2. CUSTOM (ex: dual wielding), AGI: 67, STR: 139, DMG: 5600, SPD: 96, HANDLING: 0.852897409587838
3. Two-handed sword, AGI: 44, STR: 162, DMG: 5400, SPD: 78, HANDLING: 0.8872718499559711
4. Rapier, AGI: 89, STR: 117, DMG: 5339, SPD: 148, HANDLING: 1.2255658897090012
5. Spear, AGI: 68, STR: 138, DMG: 4652, SPD: 112, HANDLING: 1.0795323119007019
6. One-handed axe, AGI: 111, STR: 95, DMG: 4595, SPD: 130, HANDLING: 0.8199214816147941
7. Katana, AGI: 78, STR: 128, DMG: 3948, SPD: 120, HANDLING: 1.0426208229206677
8. Claws, AGI: 103, STR: 103, DMG: 3892, SPD: 184, HANDLING: 1.4086501924442902
9. One-handed curved sword, AGI: 87, STR: 119, DMG: 3689, SPD: 133, HANDLING: 1.083805601231311
10. One-handed sword, AGI: 85, STR: 121, DMG: 3640, SPD: 126, HANDLING: 1.0265804401195318
11. Mace, AGI: 52, STR: 154, DMG: 3369, SPD: 90, HANDLING: 0.9847847535100245
12. Dagger, AGI: 94, STR: 112, DMG: 3132, SPD: 162, HANDLING: 1.311102823640219
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4586
------------------LVL 70-----------------
1. Two-handed battle axe, AGI: 44, STR: 165, DMG: 7890, SPD: 72, HANDLING: 0.7584080778660734
2. CUSTOM (ex: dual wielding), AGI: 66, STR: 143, DMG: 5680, SPD: 96, HANDLING: 0.864321799344028
3. Two-handed sword, AGI: 44, STR: 165, DMG: 5475, SPD: 78, HANDLING: 0.8923709002295086
4. Rapier, AGI: 88, STR: 121, DMG: 5415, SPD: 148, HANDLING: 1.2424499641053999
5. Spear, AGI: 67, STR: 142, DMG: 4716, SPD: 112, HANDLING: 1.093447985835743
6. One-handed axe, AGI: 105, STR: 104, DMG: 4660, SPD: 130, HANDLING: 0.868551824022605
7. Claws, AGI: 115, STR: 94, DMG: 4033, SPD: 188, HANDLING: 1.2966664085660216
8. Katana, AGI: 77, STR: 132, DMG: 4004, SPD: 120, HANDLING: 1.056991393496246
9. One-handed curved sword, AGI: 85, STR: 124, DMG: 3742, SPD: 133, HANDLING: 1.1063428671435895
10. One-handed sword, AGI: 84, STR: 125, DMG: 3692, SPD: 126, HANDLING: 1.0414943301196737
11. Mace, AGI: 52, STR: 157, DMG: 3417, SPD: 90, HANDLING: 0.9907271960702428
12. Dagger, AGI: 92, STR: 117, DMG: 3177, SPD: 162, HANDLING: 1.3387324847555675
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4658
------------------LVL 71-----------------
1. Two-handed battle axe, AGI: 44, STR: 168, DMG: 8000, SPD: 72, HANDLING: 0.7627333689555084
2. CUSTOM (ex: dual wielding), AGI: 66, STR: 146, DMG: 5760, SPD: 96, HANDLING: 0.8706339478340603
3. Two-handed sword, AGI: 44, STR: 168, DMG: 5550, SPD: 78, HANDLING: 0.8973732892614744
4. Rapier, AGI: 87, STR: 125, DMG: 5491, SPD: 148, HANDLING: 1.2589096587356132
5. Spear, AGI: 66, STR: 146, DMG: 4780, SPD: 112, HANDLING: 1.1070773464114536
6. One-handed axe, AGI: 101, STR: 111, DMG: 4725, SPD: 130, HANDLING: 0.9035074126135274
7. Claws, AGI: 108, STR: 104, DMG: 4089, SPD: 188, HANDLING: 1.3805973298061367
8. Katana, AGI: 76, STR: 136, DMG: 4060, SPD: 120, HANDLING: 1.0710508459409782
9. One-handed curved sword, AGI: 84, STR: 128, DMG: 3794, SPD: 133, HANDLING: 1.121340653305935
10. One-handed sword, AGI: 82, STR: 130, DMG: 3744, SPD: 126, HANDLING: 1.0626338140239853
11. Mace, AGI: 51, STR: 161, DMG: 3465, SPD: 90, HANDLING: 1.001743107974315
12. Dagger, AGI: 91, STR: 121, DMG: 3222, SPD: 162, HANDLING: 1.35677492120611
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4723
------------------LVL 72-----------------
1. Two-handed battle axe, AGI: 43, STR: 172, DMG: 8110, SPD: 72, HANDLING: 0.7707564689948112
2. CUSTOM (ex: dual wielding), AGI: 65, STR: 150, DMG: 5840, SPD: 96, HANDLING: 0.8816694766813585
3. Two-handed sword, AGI: 44, STR: 171, DMG: 5625, SPD: 78, HANDLING: 0.9022817398139336
4. Rapier, AGI: 85, STR: 130, DMG: 5567, SPD: 148, HANDLING: 1.2828797861638852
5. Spear, AGI: 66, STR: 149, DMG: 4844, SPD: 112, HANDLING: 1.1142729358806454
6. One-handed axe, AGI: 98, STR: 117, DMG: 4790, SPD: 130, HANDLING: 0.9314730647399575
7. Claws, AGI: 105, STR: 110, DMG: 4145, SPD: 188, HANDLING: 1.422219865681212
8. Katana, AGI: 75, STR: 140, DMG: 4116, SPD: 120, HANDLING: 1.0848091754662936
9. One-handed curved sword, AGI: 83, STR: 132, DMG: 3846, SPD: 133, HANDLING: 1.135989125850826
10. One-handed sword, AGI: 81, STR: 134, DMG: 3796, SPD: 126, HANDLING: 1.0768184333472786
11. Mace, AGI: 51, STR: 164, DMG: 3513, SPD: 90, HANDLING: 1.0074045886026468
12. Dagger, AGI: 111, STR: 104, DMG: 3448, SPD: 171, HANDLING: 1.190522872654844
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4803
------------------LVL 73-----------------
1. Two-handed battle axe, AGI: 43, STR: 175, DMG: 8220, SPD: 72, HANDLING: 0.774888367702255
2. Rapier, AGI: 113, STR: 105, DMG: 5940, SPD: 160, HANDLING: 1.0716043186560062
3. CUSTOM (ex: dual wielding), AGI: 64, STR: 154, DMG: 5920, SPD: 96, HANDLING: 0.8924955425977467
4. Two-handed sword, AGI: 43, STR: 175, DMG: 5700, SPD: 78, HANDLING: 0.9115022659292148
5. Spear, AGI: 65, STR: 153, DMG: 4908, SPD: 112, HANDLING: 1.1274176108576504
6. One-handed axe, AGI: 95, STR: 123, DMG: 4855, SPD: 130, HANDLING: 0.9588541152795629
7. Claws, AGI: 113, STR: 105, DMG: 4291, SPD: 192, HANDLING: 1.3540259435112183
8. Katana, AGI: 74, STR: 144, DMG: 4172, SPD: 120, HANDLING: 1.0982759536686602
9. One-handed sword, AGI: 92, STR: 126, DMG: 3996, SPD: 132, HANDLING: 1.0137024019878351
10. One-handed curved sword, AGI: 82, STR: 136, DMG: 3899, SPD: 133, HANDLING: 1.1503003480963032
11. Mace, AGI: 51, STR: 167, DMG: 3561, SPD: 90, HANDLING: 1.012956836328317
12. Dagger, AGI: 107, STR: 111, DMG: 3496, SPD: 171, HANDLING: 1.2359163186811075
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4913
------------------LVL 74-----------------
1. Two-handed battle axe, AGI: 43, STR: 178, DMG: 8330, SPD: 72, HANDLING: 0.7789448545614056
2. Rapier, AGI: 108, STR: 113, DMG: 6020, SPD: 160, HANDLING: 1.1204438730292925
3. CUSTOM (ex: dual wielding), AGI: 64, STR: 157, DMG: 6000, SPD: 96, HANDLING: 0.8983648002607793
4. Two-handed sword, AGI: 43, STR: 178, DMG: 5775, SPD: 78, HANDLING: 0.9161900242927051
5. Spear, AGI: 65, STR: 156, DMG: 4972, SPD: 112, HANDLING: 1.134266599545148
6. One-handed axe, AGI: 93, STR: 128, DMG: 4920, SPD: 130, HANDLING: 0.9795465397481554
7. Claws, AGI: 109, STR: 112, DMG: 4349, SPD: 192, HANDLING: 1.4046646079321738
8. Katana, AGI: 73, STR: 148, DMG: 4228, SPD: 120, HANDLING: 1.111460350736246
9. One-handed sword, AGI: 90, STR: 131, DMG: 4050, SPD: 132, HANDLING: 1.0344560602826596
10. One-handed curved sword, AGI: 81, STR: 140, DMG: 3952, SPD: 133, HANDLING: 1.164285834216748
11. Mace, AGI: 50, STR: 171, DMG: 3609, SPD: 90, HANDLING: 1.023444581185488
12. Dagger, AGI: 104, STR: 117, DMG: 3544, SPD: 171, HANDLING: 1.2716377665947676
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 4979
------------------LVL 75-----------------
1. Two-handed battle axe, AGI: 42, STR: 182, DMG: 8440, SPD: 72, HANDLING: 0.786603693625085
2. Two-handed sword, AGI: 92, STR: 132, DMG: 7800, SPD: 104, HANDLING: 0.7089667367900544
3. Rapier, AGI: 105, STR: 119, DMG: 6100, SPD: 160, HANDLING: 1.1528451338680152
4. CUSTOM (ex: dual wielding), AGI: 63, STR: 161, DMG: 6080, SPD: 96, HANDLING: 0.90883371294122
5. Spear, AGI: 64, STR: 160, DMG: 5036, SPD: 112, HANDLING: 1.1469539591535056
6. One-handed axe, AGI: 92, STR: 132, DMG: 4985, SPD: 130, HANDLING: 0.9937557749233238
7. Claws, AGI: 120, STR: 104, DMG: 4498, SPD: 196, HANDLING: 1.3095634116395916
8. Katana, AGI: 73, STR: 151, DMG: 4284, SPD: 120, HANDLING: 1.1182604434673058
9. One-handed sword, AGI: 89, STR: 135, DMG: 4104, SPD: 132, HANDLING: 1.0484866582965773
10. One-handed curved sword, AGI: 80, STR: 144, DMG: 4004, SPD: 133, HANDLING: 1.177956580138767
11. Mace, AGI: 50, STR: 174, DMG: 3657, SPD: 90, HANDLING: 1.0287399221003015
12. Dagger, AGI: 102, STR: 122, DMG: 3591, SPD: 171, HANDLING: 1.2980462741436842
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5215
------------------LVL 76-----------------
1. Two-handed battle axe, AGI: 42, STR: 185, DMG: 8550, SPD: 72, HANDLING: 0.7904824792301162
2. Two-handed sword, AGI: 90, STR: 137, DMG: 7900, SPD: 104, HANDLING: 0.7239701885328232
3. Rapier, AGI: 103, STR: 124, DMG: 6180, SPD: 160, HANDLING: 1.1769356815870433
4. CUSTOM (ex: dual wielding), AGI: 63, STR: 164, DMG: 6160, SPD: 96, HANDLING: 0.9144438883013486
5. Spear, AGI: 63, STR: 164, DMG: 5100, SPD: 112, HANDLING: 1.1593930481714676
6. One-handed axe, AGI: 90, STR: 137, DMG: 5050, SPD: 130, HANDLING: 1.0136750845494114
7. Mace, AGI: 110, STR: 117, DMG: 4940, SPD: 120, HANDLING: 0.7371122452234139
8. Claws, AGI: 114, STR: 113, DMG: 4557, SPD: 196, HANDLING: 1.3784942681545558
9. Katana, AGI: 72, STR: 155, DMG: 4340, SPD: 120, HANDLING: 1.1309688371445357
10. One-handed sword, AGI: 88, STR: 139, DMG: 4158, SPD: 132, HANDLING: 1.062219803811301
11. One-handed curved sword, AGI: 79, STR: 148, DMG: 4056, SPD: 133, HANDLING: 1.1913230923743725
12. Dagger, AGI: 100, STR: 127, DMG: 3638, SPD: 171, HANDLING: 1.3238091876546938
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5386
------------------LVL 77-----------------
1. Two-handed battle axe, AGI: 42, STR: 188, DMG: 8660, SPD: 72, HANDLING: 0.7942923590033337
2. Two-handed sword, AGI: 88, STR: 142, DMG: 8000, SPD: 104, HANDLING: 0.7387045285435473
3. Rapier, AGI: 101, STR: 129, DMG: 6260, SPD: 160, HANDLING: 1.2004631725959378
4. CUSTOM (ex: dual wielding), AGI: 62, STR: 168, DMG: 6240, SPD: 96, HANDLING: 0.9245743443999958
5. Spear, AGI: 63, STR: 167, DMG: 5164, SPD: 112, HANDLING: 1.165733127937977
6. One-handed axe, AGI: 89, STR: 141, DMG: 5115, SPD: 130, HANDLING: 1.0272568052932884
7. Mace, AGI: 106, STR: 124, DMG: 5004, SPD: 120, HANDLING: 0.7645732823065587
8. Claws, AGI: 128, STR: 102, DMG: 4710, SPD: 200, HANDLING: 1.2579435330946869
9. One-handed sword, AGI: 123, STR: 107, DMG: 4680, SPD: 144, HANDLING: 0.8543852290532081
10. Katana, AGI: 71, STR: 159, DMG: 4396, SPD: 120, HANDLING: 1.1434188780334997
11. One-handed curved sword, AGI: 79, STR: 151, DMG: 4109, SPD: 133, HANDLING: 1.1978497876951892
12. Dagger, AGI: 127, STR: 103, DMG: 3880, SPD: 180, HANDLING: 1.1104160720777172
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5518
------------------LVL 78-----------------
1. Two-handed battle axe, AGI: 42, STR: 191, DMG: 8770, SPD: 72, HANDLING: 0.7980351529259245
2. Two-handed sword, AGI: 87, STR: 146, DMG: 8100, SPD: 104, HANDLING: 0.7489692405483711
3. Spear, AGI: 121, STR: 112, DMG: 6535, SPD: 140, HANDLING: 0.8354505913694044
4. Rapier, AGI: 99, STR: 134, DMG: 6340, SPD: 160, HANDLING: 1.2234471189496745
5. CUSTOM (ex: dual wielding), AGI: 61, STR: 172, DMG: 6320, SPD: 96, HANDLING: 0.9345212274517319
6. One-handed axe, AGI: 87, STR: 146, DMG: 5180, SPD: 130, HANDLING: 1.0464476300564483
7. Mace, AGI: 103, STR: 130, DMG: 5068, SPD: 120, HANDLING: 0.7866728600400006
8. Claws, AGI: 119, STR: 114, DMG: 4770, SPD: 200, HANDLING: 1.3536204044765485
9. One-handed curved sword, AGI: 123, STR: 110, DMG: 4756, SPD: 152, HANDLING: 0.9193617444159801
10. One-handed sword, AGI: 116, STR: 117, DMG: 4740, SPD: 144, HANDLING: 0.9063451813197096
11. Katana, AGI: 71, STR: 162, DMG: 4452, SPD: 120, HANDLING: 1.1496921170331487
12. Dagger, AGI: 119, STR: 114, DMG: 3930, SPD: 180, HANDLING: 1.1865659022856299
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5747
------------------LVL 79-----------------
1. Two-handed battle axe, AGI: 41, STR: 195, DMG: 8880, SPD: 72, HANDLING: 0.8052600184067106
2. Two-handed sword, AGI: 86, STR: 150, DMG: 8200, SPD: 104, HANDLING: 0.7590530821687888
3. Spear, AGI: 115, STR: 121, DMG: 6615, SPD: 140, HANDLING: 0.8792288344157521
4. Rapier, AGI: 98, STR: 138, DMG: 6420, SPD: 160, HANDLING: 1.2386201406154522
5. CUSTOM (ex: dual wielding), AGI: 61, STR: 175, DMG: 6400, SPD: 96, HANDLING: 0.9397496291371153
6. One-handed axe, AGI: 86, STR: 150, DMG: 5245, SPD: 130, HANDLING: 1.059439860332206
7. Mace, AGI: 101, STR: 135, DMG: 5132, SPD: 120, HANDLING: 0.803557654888339
